"name","min_players","max_players","play_time","min_age","users_rated","rating_average","bgg_rank","complexity_average","mechanics","domains","game_age","Stars"
"Ramba Samba",2,4,15,4,32,5.64,16391,1,"Not mentioned","Children's Games",16,"3"
"Rolling Bones",2,99,30,10,53,5.58,16392,1,"Dice Rolling","Basic",11,"3"
"GOLO",1,0,10,8,238,5.65,16393,1.17,"Dice Rolling, Push Your Luck","Basic",23,"3"
"Die wilden Fußballkerle",2,2,30,8,31,5.77,16394,1.5,"Card Drafting, Trick-taking","Basic",19,"3"
"Bardagi: The Claim for Gold",2,5,120,10,53,5.99,16395,2.67,"Area Majority , Influence, Trading","Basic",6,"3"
"Monkey See Monkey Do",3,12,20,6,75,5.67,16396,1,"Acting","Basic",12,"3"
"Merry Yard",3,8,0,6,34,5.63,16397,1,"Acting, Hand Management","Basic",8,"3"
"Skunk",2,8,30,6,52,5.7,16398,1,"Betting and Bluffing, Dice Rolling, Push Your Luck","Basic",69,"3"
"Clue: Supernatural",2,6,45,8,51,5.96,16399,1.5,"Roll , Spin and Move","Basic",8,"3"
"Holidays",2,4,0,8,43,5.61,16400,1,"Trick-taking","Basic",17,"3"
"Donna Leon: Gefährliches Spiel",2,4,60,10,45,5.54,16401,1.88,"Dice Rolling, Memory","Basic",13,"3"
"Creature College",2,6,45,8,51,5.84,16402,2.17,"Auction,Bidding","Basic",6,"3"
"Horrific",2,2,0,10,36,5.8,16403,3.29,"Variable Player Powers","Basic",18,"3"
"Farlander",2,4,30,10,227,5.55,16404,1.64,"Area Movement, Modular Board","Abstract Games",20,"3"
"Cthulhu!!!: Hastur La Vista, Baby!",2,6,75,15,97,5.62,16405,1.5,"Hand Management, Modular Board, Roll , Spin and Move, Tile Placement","Basic",8,"3"
"Big Picture Apples to Apples",4,6,30,7,160,5.65,16406,1,"Hand Management, Simultaneous Action Selection, Storytelling, Voting","Basic",10,"3"
"Operation Rescue Kit",2,4,0,6,39,5.71,16407,1,"Not mentioned","Basic",16,"3"
"Marvel Contest of Champions: Battlerealm",3,6,45,12,61,5.71,16408,0,"Dice Rolling, Player Elimination, Push Your Luck, Variable Player Powers","Basic",4,"3"
"Crowns",1,6,20,8,42,5.69,16409,1,"Dice Rolling, Pattern Building","Basic",8,"3"
"The Perilous Parlor Game",2,4,30,8,212,5.56,16410,1.78,"Dice Rolling, Memory, Roll , Spin and Move","Children's Games",20,"3"
"Right Turn, Left Turn",2,8,10,6,135,5.52,16411,1.14,"Not mentioned","Basic",22,"3"
"Bigfoot",2,2,15,12,97,5.56,16412,1.86,"Card Drafting","Basic",8,"3"
"Power Play",2,4,60,8,35,5.66,16413,1.67,"Roll , Spin and Move, Set Collection","Basic",41,"3"
"Streifen Toni",2,5,15,4,35,5.61,16414,1.5,"Betting and Bluffing, Card Drafting","Basic",10,"3"
"Numeri",2,4,30,7,40,5.6,16415,1.5,"Dice Rolling, Roll , Spin and Move","Basic",49,"3"
"Tunebaya",4,8,30,12,41,5.6,16416,1.2,"Singing","Basic",17,"3"
"Geister & Gespenster",2,6,10,5,35,5.61,16417,1,"Set Collection","Basic",18,"3"
"Shadow Games",2,6,15,14,42,5.53,16418,0,"Memory, Push Your Luck, Take That","Basic",6,"3"
"Limite limite",3,10,30,18,74,5.63,16419,0,"Hand Management, Simultaneous Action Selection","Basic",7,"3"
"Cardino",2,4,45,10,83,5.52,16420,1.14,"Tile Placement","Basic",53,"3"
"Schoko-Hexe",2,6,20,5,98,5.6,16421,1,"Betting and Bluffing, Push Your Luck, Set Collection","Basic",32,"3"
"Der grosse Gallier",2,6,60,10,63,5.58,16422,1.75,"Auction,Bidding","Basic",21,"3"
"Zocken",2,8,50,10,54,5.57,16423,1.17,"Betting and Bluffing, Dice Rolling","Basic",24,"3"
"Lexicon",1,4,30,8,115,5.61,16424,1.45,"Not mentioned","Basic",89,"3"
"Shooting Star",2,5,30,10,33,5.75,16425,1.5,"Hand Management, Modular Board, Simultaneous Action Selection, Tile Placement","Basic",9,"3"
"Sahara",2,2,10,6,116,5.59,16426,1.38,"Area Movement","Abstract Games",20,"3"
"Sumo Slam!",2,8,15,7,42,5.71,16427,0,"Not mentioned","Basic",3,"3"
"Cards vs Dice: Strategically Lucky",2,4,15,8,56,5.64,16428,1,"Dice Rolling, Hand Management","Basic",9,"3"
"Bim Bamm!",2,5,10,6,40,5.59,16429,1,"Memory","Basic",10,"3"
"YAK",2,6,0,8,62,5.56,16430,1,"Not mentioned","Basic",7,"3"
"Sucking Vacuum",3,6,45,13,449,5.59,16431,1.75,"Action Points, Area Movement, Cooperative Game, Hand Management, Memory, Secret Unit Deployment, Team-Based Game, Tile Placement","Thematic Games",18,"3"
"Gangster",2,6,120,11,69,5.69,16432,2.5,"Point to Point Movement, Roll , Spin and Move, Take That","Basic",37,"3"
"Racko Plus",2,4,30,8,77,5.61,16433,1,"Hand Management, Pattern Building","Basic",21,"3"
"13 Chefs",2,2,10,8,33,5.61,16434,1,"Not mentioned","Basic",5,"3"
"Ragers: Champions of the Arena",2,2,20,14,41,5.8,16435,1,"Rock-Paper-Scissors, Simultaneous Action Selection","Basic",6,"3"
"Operation Cerberus: The Channel Dash",2,2,20,13,40,5.59,16436,1.6,"Dice Rolling, Events, Point to Point Movement, Simulation, Track Movement, Variable Set-up","Wargames",11,"3"
"Programmer's Nightmare",2,6,20,12,45,5.66,16437,2.67,"Action Queue, Modular Board","Basic",24,"3"
"Swoggle",1,4,45,10,32,5.66,16438,1.5,"Dice Rolling","Basic",36,"3"
"Boarding Party",1,2,60,12,60,5.77,16439,1.8,"Area Movement, Dice Rolling, Events, Hidden Movement, Simulation, Three Dimensional Movement","Wargames",40,"3"
"Schuss und Tor",2,4,10,8,64,5.58,16440,1,"Not mentioned","Basic",49,"3"
"Uxmal",2,4,25,10,70,5.56,16441,2,"Hand Management, Tile Placement","Basic",3,"3"
"Alcatraz",2,4,30,10,252,5.5,16442,1.95,"Not mentioned","Abstract Games",23,"3"
"Crystal Faire",3,5,120,10,51,5.57,16443,2.33,"Auction,Bidding, Set Collection","Basic",16,"3"
"Army of Darkness",1,8,120,12,97,5.63,16444,1.5,"Cooperative Game, Variable Player Powers","Basic",29,"3"
"All-Pro Football",2,2,60,0,33,5.61,16445,1.5,"Action Points, Dice Rolling, Simulation","Basic",55,"3"
"Avalon",2,2,45,12,250,5.68,16446,1.82,"Hand Management","Basic",19,"3"
"Fruit Salad",2,6,15,6,125,5.58,16447,1,"Dice Rolling, Memory","Basic",7,"3"
"WobBally",1,6,0,5,42,5.57,16448,1,"Dice Rolling","Basic",15,"3"
"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",2,2,120,12,67,5.73,16449,3.22,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Wargames",32,"3"
"Das Blaue Amulett",2,4,60,10,94,5.6,16450,1.75,"Hand Management","Basic",36,"3"
"Kids On Stage",2,6,30,3,42,5.69,16451,1,"Acting, Roll , Spin and Move","Children's Games",34,"3"
"Bombay Bazar",1,4,45,7,121,5.48,16452,1.38,"Tile Placement","Basic",21,"3"
"Tuf-abet",2,4,45,8,33,5.61,16453,1.5,"Not mentioned","Basic",53,"3"
"Airways",2,4,120,10,36,5.61,16454,2.33,"Pick-up and Deliver","Basic",50,"3"
"Spy",2,4,30,10,530,5.52,16455,1.28,"Hand Management","Family Games",18,"3"
"Villainy: The Supervillainous Card Game",2,2,0,10,39,5.62,16456,1.75,"Not mentioned","Basic",17,"3"
"J'te Gage Que... 2",4,50,120,12,32,5.72,16457,1,"Acting, Role Playing","Party Games",13,"3"
"GRO: Battle for the Petri Dish",2,2,90,10,38,5.59,16458,2.5,"Not mentioned","Abstract Games",23,"3"
"Kroko Loko",2,4,15,4,42,5.76,16459,1,"Dice Rolling, Memory","Basic",18,"3"
"Scriba",2,4,90,10,47,5.62,16460,1.33,"Dice Rolling, Hand Management, Tile Placement","Basic",11,"3"
"T.E.G. II",2,6,120,0,52,5.76,16461,2.6,"Area Majority , Influence, Area Movement, Area-Impulse, Hidden Victory Points, Player Elimination, Simulation, Zone of Control","Wargames",38,"3"
"Family Alias",3,8,45,7,51,5.87,16462,1.5,"Point to Point Movement, Team-Based Game","Basic",11,"3"
"ApocalypZe Card Game",2,4,45,13,55,5.85,16463,2.2,"Area Majority , Influence, Area Movement, Hand Management, Player Elimination","Customizable Games",8,"3"
"The Battle of Agincourt",2,2,120,12,48,5.67,16464,2.5,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Wargames",44,"3"
"Rotundo",2,5,20,9,107,5.57,16465,1.44,"Auction,Bidding, Set Collection","Basic",17,"3"
"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",2,2,120,12,41,5.78,16466,2.67,"Dice Rolling, Hexagon Grid","Wargames",37,"3"
"Crazier Eights",2,4,10,10,33,6.41,16467,1,"Not mentioned","Basic",8,"4"
"Whack a Catgirl",2,5,30,14,157,5.61,16468,1.2,"Card Drafting","Thematic Games",15,"3"
"Apocalypse Universe: Galactic Arena",2,6,30,10,53,6.33,16469,1.33,"Action Points, Area Movement, Dice Rolling, Grid Movement, Take That, Variable Player Powers","Basic",8,"4"
"Query",3,8,45,14,30,7.01,16470,1.5,"Voting","Basic",8,"4"
"AMC Reel Clues",4,30,0,12,54,5.73,16471,1.91,"Not mentioned","Basic",20,"3"
"Strange New Worlds",2,6,90,0,47,5.7,16472,3,"Roll , Spin and Move","Basic",44,"3"
"Vendetta",3,5,60,10,60,5.66,16473,2,"Area Majority , Influence","Basic",31,"3"
"Frankenstein",2,2,15,10,46,5.7,16474,1,"Action Points, Pattern Building, Race","Basic",17,"3"
"Go Mental",3,6,60,12,31,5.64,16475,1.6,"Not mentioned","Abstract Games",19,"3"
"Robin Hood",3,6,30,8,84,5.53,16476,1.75,"Not mentioned","Basic",23,"3"
"Freche Frösche",2,6,30,5,35,5.61,16477,1,"Memory, Set Collection","Children's Games",20,"3"
"Never Call Retreat",2,2,180,12,41,5.69,16478,2.86,"Dice Rolling, Hexagon Grid, Simulation","Wargames",39,"3"
"Scene It? Disney Second Edition",2,12,45,6,144,5.72,16479,1,"Roll , Spin and Move","Family Games",15,"3"
"Space Pirates",2,4,60,12,150,5.66,16480,1.85,"Not mentioned","Basic",13,"3"
"Floppy Ears",2,4,10,5,31,5.59,16481,2,"Hand Management, Memory","Basic",5,"3"
"Zanzibar",2,5,45,10,143,5.57,16482,2.19,"Pick-up and Deliver","Basic",15,"3"
"Freaky",2,5,15,8,70,5.72,16483,1,"Pattern Building","Basic",6,"3"
"Tumba",1,99,5,8,60,5.56,16484,1,"Not mentioned","Basic",16,"3"
"Dipole",2,2,30,0,46,5.61,16485,2.88,"Grid Movement","Abstract Games",15,"3"
"Desert War: Tactical Warfare in North Africa",2,4,180,12,49,5.69,16486,3.13,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Programmed Movement, Scenario , Mission , Campaign Game, Simulation, Simultaneous Action Selection","Wargames",49,"3"
"Cleopatra's Caboose",3,5,105,10,199,5.53,16487,2.36,"Auction,Bidding, Card Drafting, Commodity Speculation, Pick-up and Deliver, Variable Player Powers","Strategy Games",12,"3"
"Making Profit: The Boardgame",2,6,45,8,50,5.56,16488,1.67,"Stock Holding","Basic",10,"3"
"Seven Card Samurai",2,8,30,9,166,5.57,16489,1.29,"Campaign , Battle Card Driven, Hand Management, Set Collection","Basic",12,"3"
"Bonaparte",2,6,180,12,33,5.68,16490,4,"Area Movement, Campaign , Battle Card Driven","Wargames",16,"3"
"Bunker Hill",2,2,120,12,69,5.82,16491,3.13,"Dice Rolling, Hexagon Grid","Wargames",27,"3"
"Swintus 2.0",2,10,15,10,109,5.73,16492,1.25,"Not mentioned","Basic",11,"3"
"Luther: Das Spiel",2,4,45,10,50,5.56,16493,1.5,"Card Drafting, Point to Point Movement, Set Collection","Basic",6,"3"
"Mind Maze",2,2,10,8,58,5.55,16494,1.4,"Pattern Recognition, Secret Unit Deployment","Abstract Games",52,"3"
"Guilty Gods",2,2,20,12,32,5.61,16495,2.33,"Not mentioned","Basic",11,"3"
"Scattergories To Go",2,4,30,10,30,5.87,16496,1,"Dice Rolling, Paper-and-Pencil","Basic",15,"3"
"Grunwald: Walka 600-lecia",2,2,30,12,30,5.63,16497,1.67,"Card Drafting","Basic",12,"3"
"Nautic Miles",2,6,60,0,32,5.84,16498,1.6,"Hand Management, Secret Unit Deployment","Basic",45,"3"
"High School Drama: Varsity Edition",2,5,60,12,33,5.76,16499,1.4,"Not mentioned","Basic",12,"3"
"Cups",2,2,20,8,31,5.6,16500,2.2,"Mancala","Abstract Games",53,"3"
"Campaigns of Napoleon",1,4,360,0,34,5.72,16501,4.25,"Dice Rolling, Hexagon Grid","Wargames",42,"3"
"Ostfriesenlauf",2,4,45,10,33,5.59,16502,1,"Hand Management","Basic",17,"3"
"Canadian Civil War: La Guerre de la Sécession du Canada",4,4,360,12,38,5.59,16503,3.1,"Dice Rolling, Simulation","Wargames",45,"3"
"Electric Jeopardy Game",3,4,30,10,38,5.61,16504,2,"Memory, Simultaneous Action Selection","Basic",35,"3"
"Wormlord",2,8,10,6,43,5.94,16505,1,"Area Majority , Influence, Simultaneous Action Selection","Basic",3,"3"
"Sweet Honey, Bee Mine!",2,6,15,8,42,5.57,16506,0,"Betting and Bluffing, Memory","Basic",5,"3"
"Bubble Jungle",2,4,10,5,44,5.53,16507,1,"Set Collection","Basic",5,"3"
"HeroCard Champion of New Olympia",2,4,20,10,58,5.7,16508,2.11,"Area Movement, Hand Management, Modular Board, Variable Player Powers","Basic",16,"3"
"Clumsy Thief",2,6,15,8,39,5.9,16509,1,"Push Your Luck, Take That, Trick-taking","Basic",9,"3"
"How to Host a Mystery: Star Trek - The Next Generation",8,8,360,14,65,5.58,16510,2,"Role Playing","Basic",30,"3"
"Dragon Whisperer",3,6,30,10,92,5.78,16511,1.63,"Trick-taking","Basic",9,"3"
"Octrix",2,4,60,0,33,5.59,16512,1.67,"Trick-taking","Basic",52,"3"
"Power Yahtzee",1,4,25,8,41,5.68,16513,1.5,"Dice Rolling","Basic",15,"3"
"Rycerze i Zamki",2,4,15,6,53,5.58,16514,1.6,"Hand Management, Simultaneous Action Selection","Basic",8,"3"
"Peek-a-Boo!",2,4,30,6,33,5.69,16515,1.4,"Memory, Roll , Spin and Move, Set Collection","Basic",10,"3"
"Laser Battle",2,2,15,8,151,5.56,16516,2,"Modular Board","Abstract Games",16,"3"
"Kampf um Rom",3,4,180,16,37,5.58,16517,3.2,"Area Majority , Influence, Area Movement","Wargames",27,"3"
"Are You A Robot?",2,3,2,8,87,5.56,16518,1,"Team-Based Game","Basic",3,"3"
"Hide & Seek Safari",2,2,20,4,55,5.57,16519,1.33,"Not mentioned","Children's Games",17,"3"
"Moscow to Paris",2,4,30,8,32,5.66,16520,0,"Hand Management","Basic",8,"3"
"Hats Off",2,4,10,5,41,5.57,16521,1,"Not mentioned","Children's Games",54,"3"
"Last One Lost",2,2,5,6,83,5.61,16522,1,"Not mentioned","Basic",8,"3"
"Putin Strikes: The Coming War for Eastern Europe",2,2,240,12,31,6.04,16523,2.67,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio , Combat Results Table, Simulation, Zone of Control","Wargames",6,"4"
"Nosey Neighbor Card Game",2,6,20,7,122,5.59,16524,1.09,"Hand Management, Pick-up and Deliver, Trick-taking","Children's Games",41,"3"
"Spline",2,2,10,6,34,5.76,16525,1,"Pattern Building","Abstract Games",11,"3"
"Hamster Clan",1,4,10,4,97,5.72,16526,1,"Cooperative Game, Pick-up and Deliver, Roll , Spin and Move, Time Track","Basic",6,"3"
"Quak",2,4,15,4,48,5.56,16527,1,"Dice Rolling","Basic",28,"3"
"Tricksters",1,8,20,10,54,5.76,16528,2.67,"Betting and Bluffing, Deck Bag and Pool Building, Memory, Rock-Paper-Scissors, Trick-taking","Basic",6,"3"
"Gladiatori",1,4,90,14,74,5.92,16529,3.78,"Action Points, Auction,Bidding, Card Drafting, Grid Movement, Hexagon Grid, Variable Player Powers","Strategy Games",10,"3"
"Scrooge: The Board Game",2,6,90,8,31,6.63,16530,0,"Betting and Bluffing, Dice Rolling, Hand Management, Player Elimination, Push Your Luck, Roll , Spin and Move, Set Collection, Take That, Trading, Variable Player Powers","Basic",5,"4"
"The Simpsons Group Photo",2,4,15,10,31,5.76,16531,1,"Card Drafting, Memory, Pattern Recognition, Set Collection","Basic",19,"3"
"Fishy",3,6,30,10,64,5.59,16532,1.25,"Hand Management","Basic",31,"3"
"Vagabondo",2,6,30,8,35,5.7,16533,1.6,"Tile Placement","Abstract Games",43,"3"
"Constellation",2,3,30,10,40,5.69,16534,2,"Pattern Building","Abstract Games",19,"3"
"Discount Salmon",2,5,10,8,175,5.65,16535,1,"Hand Management","Family Games, Party Games",9,"3"
"Gang Up!",3,5,30,10,112,5.72,16536,1.5,"Betting and Bluffing, Team-Based Game, Traitor Game","Basic",7,"3"
"Die kleinen Drachenritter",2,4,10,5,78,5.58,16537,1.5,"Pattern Recognition","Basic",10,"3"
"Chaos",2,6,0,8,41,5.79,16538,2,"Hand Management","Basic",12,"3"
"Si j'étais Président...",3,6,20,10,30,5.58,16539,1,"Card Drafting, Set Collection","Basic",10,"3"
"Roundforest",2,4,60,8,34,5.97,16540,2,"Contracts, Grid Movement, Map Deformation, Modular Board, Pick-up and Deliver","Basic",2,"3"
"Pit Fighter: Fantasy Arena",2,163,30,8,45,5.57,16541,1.8,"Campaign , Battle Card Driven, Hexagon Grid","Wargames",16,"3"
"Mucho Macho",2,8,10,8,42,5.56,16542,0,"Simultaneous Action Selection, Trick-taking","Basic",5,"3"
"Kingdom Hearts TCG",2,2,20,8,56,5.98,16543,1.6,"Hand Management","Customizable Games",16,"3"
"Massive Darkness 2: Hellscape",1,6,0,14,84,5.1,16544,3,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Scenario , Mission , Campaign Game, Variable Player Powers","Basic",1,"3"
"Stonewall",2,4,45,8,61,5.86,16545,1.67,"Area-Impulse, Cooperative Game, Roll , Spin and Move, Tile Placement, Variable Player Powers","Abstract Games",26,"3"
"Sicily '43: The Beginning of the End",2,4,240,12,58,5.7,16546,2.75,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation","Wargames",41,"3"
"Robin Hood",2,6,60,12,61,5.59,16547,2.4,"Action Points, Campaign , Battle Card Driven, Variable Player Powers","Basic",31,"3"
"Risk: Captain America - Civil War Edition",2,4,90,10,72,5.6,16548,2,"Area Majority , Influence, Dice Rolling","Basic",6,"3"
"Array",2,5,0,8,42,5.7,16549,1,"Hand Management, Pattern Building","Basic",10,"3"
"ASAP",2,12,20,8,76,5.53,16550,1.2,"Memory, Simultaneous Action Selection","Basic",35,"3"
"Fortresses & Clans",2,2,90,14,30,6.6,16551,3,"Action Queue, Card Drafting, Time Track","Basic",5,"4"
"The Presidential",2,2,45,11,31,5.84,16552,1.75,"Area Majority , Influence, Chit-Pull System, Dice Rolling","Basic",10,"3"
"Good Question!",3,8,30,10,79,5.56,16553,1.15,"Storytelling, Targeted Clues","Basic",15,"3"
"Rolit Travel",2,4,15,7,35,5.58,16554,2,"Roll , Spin and Move, Tile Placement","Abstract Games",14,"3"
"Sequence Cats",2,6,0,7,40,5.58,16555,1.33,"Pattern Building","Basic",9,"3"
"Schwarzmarkt",3,5,45,12,92,5.58,16556,1.64,"Commodity Speculation","Basic",26,"3"
"Goofy Golf Machine",1,4,10,6,31,5.9,16557,1.57,"Modular Board","Basic",28,"3"
"Dodge City",2,5,60,8,35,5.58,16558,2.6,"Area Majority , Influence","Basic",39,"3"
"Dreaming Dragon",2,4,30,6,43,5.65,16559,1,"Not mentioned","Basic",10,"3"
"Big League Baseball",2,2,90,0,45,5.57,16560,2,"Dice Rolling","Basic",55,"3"
"Party & Co Disney",4,16,30,4,36,5.72,16561,0,"Acting, Line Drawing","Basic",2022,"3"
"Rubout",2,8,180,8,65,5.64,16562,1.77,"Area Movement","Abstract Games",33,"3"
"Thumbs Up!",2,6,10,6,105,5.59,16563,1,"Pattern Building","Basic",7,"3"
"Titus Tentacle",2,4,45,4,74,5.53,16564,1,"Dice Rolling","Basic",7,"3"
"Act Too",4,10,25,8,56,5.64,16565,1,"Acting","Basic",10,"3"
"The Crow: Fire It Up!",2,5,60,17,31,5.44,16566,3,"Not mentioned","Basic",6,"3"
"Top Gun: Plot Twist Party Game",3,5,30,14,32,5.6,16567,1,"Hand Management, Take That, Trick-taking","Basic",5,"3"
"The Hollywood! Card Game",3,4,15,12,341,5.53,16568,1.31,"Not mentioned","Family Games",17,"3"
"Sequence Dice",2,4,20,7,206,5.53,16569,1,"Dice Rolling, Tile Placement","Basic",23,"3"
"Forest",2,5,15,6,155,5.64,16570,1,"Set Collection","Basic",5,"3"
"SS Panzer: Bloodbath at Kursk",1,2,180,12,65,5.81,16571,2.78,"Hexagon Grid","Wargames",26,"3"
"Glücks-Piraten",2,4,10,4,96,5.57,16572,1.2,"Dice Rolling, Roll , Spin and Move","Children's Games",14,"3"
"Arnhem 1944",2,6,240,0,35,5.77,16573,3.5,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Wargames",26,"3"
"Versailles",2,6,15,8,33,5.56,16574,1.5,"Not mentioned","Basic",18,"3"
"Taverne de la Licorne",3,5,45,10,34,5.56,16575,0,"Simultaneous Action Selection, Variable Player Powers","Basic",18,"3"
"Trivial Pursuit DVD Disney Edition",2,4,60,12,69,5.64,16576,1.67,"Roll , Spin and Move","Basic",17,"3"
"Der Weg nach Drakonia",2,6,90,8,97,5.49,16577,2.4,"Not mentioned","Basic",17,"3"
"Game Developerz",2,6,120,14,69,5.31,16578,1.75,"Take That, Variable Player Powers","Basic",8,"3"
"Ghostbusters: The Card Game",2,5,30,8,57,5.6,16579,0,"Card Drafting, Hand Management, Set Collection","Basic",4,"3"
"Battle of the Five Armies",2,5,180,12,34,5.69,16580,2.71,"Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation","Wargames",47,"3"
"Wie Hund und Katz!",2,6,30,10,116,5.59,16581,1.5,"Not mentioned","Basic",20,"3"
"Doorways to Adventure",2,6,60,10,44,5.64,16582,1.4,"Hand Management","Basic",36,"3"
"Empire (Third Edition)",2,2,180,14,43,5.76,16583,5,"Dice Rolling","Wargames",41,"3"
"The Hobbit: An Unexpected Journey",2,4,15,7,127,5.63,16584,1.43,"Memory, Modular Board, Roll , Spin and Move, Set Collection","Basic",10,"3"
"The Incredible Hulk Smash",2,4,30,6,49,5.58,16585,1,"Pick-up and Deliver, Point to Point Movement, Roll , Spin and Move","Children's Games",24,"3"
"Honfoglaló",2,10,0,6,49,5.64,16586,2,"Area Majority , Influence","Wargames",7,"3"
"Knuckle Sammich: A Kobolds Ate My Baby! Card Game",2,8,15,14,46,5.6,16587,1,"Hand Management, Take That","Basic",9,"3"
"Diceball!",2,2,45,8,50,5.7,16588,1.56,"Dice Rolling, Roll , Spin and Move","Family Games, Thematic Games",31,"3"
"Blitz",2,9,30,10,195,5.54,16589,1.12,"Set Collection","Party Games",2022,"3"
"Sudden Death!",2,4,30,0,34,5.56,16590,1.8,"Enclosure, Real-Time, Tile Placement","Abstract Games",44,"3"
"Operation Apocalypse",1,1,120,12,40,5.77,16591,2.67,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Simulation, Sudden Death Ending, Three Dimensional Movement, Variable Set-up","Wargames",26,"3"
"Rollers Deluxe",2,6,0,8,35,5.83,16592,1.33,"Dice Rolling","Basic",5,"3"
"Solferino: 24 Juin 1859",2,2,0,12,31,5.79,16593,2.8,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio , Combat Results Table, Scenario , Mission , Campaign Game, Simulation, Zone of Control","Wargames",44,"3"
"Oss",2,6,30,7,91,5.7,16594,1.11,"Not mentioned","Basic",9,"3"
"Toppling the Reich: The Battles for the Westwall",2,2,900,12,39,5.58,16595,3.36,"Dice Rolling, Hexagon Grid, Simulation","Wargames",16,"3"
"Pingwiny z Madagaskaru",2,4,60,7,45,5.54,16596,2.25,"Modular Board, Set Collection, Worker Placement","Basic",7,"3"
"Shapes & Colors",1,3,10,2,31,5.7,16597,1,"Dice Rolling, Pattern Recognition","Children's Games",14,"3"
"Der Herr der Ringe: Die Rückkehr des Königs",3,4,60,10,45,5.64,16598,2.5,"Area Movement, Campaign , Battle Card Driven, Card Drafting, Dice Rolling","Wargames",19,"3"
"Cirondo",2,4,90,0,78,5.62,16599,3,"Grid Movement","Abstract Games",31,"3"
"Grand Tribunal",3,5,90,12,91,5.51,16600,2.61,"Action Points","Basic",16,"3"
"Port Arthur: The Russo-Japanese War",2,2,180,12,101,5.69,16601,2.36,"Hexagon Grid, Simulation","Wargames",30,"3"
"Four Twenty-one",2,8,5,0,38,5.57,16602,1,"Betting and Bluffing, Dice Rolling","Basic",2022,"3"
"U-Boat",2,6,30,12,71,5.68,16603,2.3,"Action Queue, Dice Rolling, Grid Movement, Simulation, Square Grid","Wargames",63,"3"
"The American Goldrush 1849",2,10,120,12,30,5.61,16604,1,"Dice Rolling, Pick-up and Deliver, Push Your Luck, Roll , Spin and Move","Basic",37,"3"
"Sovereign Of The Seas",1,2,720,0,37,5.87,16605,2,"Area Movement, Dice Rolling, Simulation","Wargames",5,"3"
"Manhunt",2,4,90,8,52,5.73,16606,1.4,"Deduction, Paper-and-Pencil, Race, Roll , Spin and Move, Take That, Team-Based Game, Track Movement, Variable Set-up","Basic",50,"3"
"Pitch Six",3,6,30,12,92,5.55,16607,1.71,"Trick-taking","Basic",19,"3"
"Mine!",3,5,60,13,51,5.47,16608,2.4,"Auction,Bidding, Simulation","Basic",29,"3"
"Star Wars: Rule the Galaxy",1,4,30,6,60,5.48,16609,1,"Tile Placement","Basic",7,"3"
"Convocados",2,2,25,8,41,5.69,16610,1.33,"Card Drafting, Hand Management","Basic",11,"3"
"nullern",2,7,0,8,47,5.6,16611,1.75,"Trick-taking","Basic",9,"3"
"Reanimator",1,4,90,14,31,5.71,16612,0,"Area Majority , Influence, Cooperative Game, Push Your Luck, Storytelling","Basic",4,"3"
"La Trel",2,2,60,10,51,5.52,16613,1.75,"Not mentioned","Abstract Games",28,"3"
"Battlecards: World Conflict - Pacific Theatre: Starter Set",2,8,60,10,69,5.59,16614,1.86,"Campaign , Battle Card Driven, Hand Management, Secret Unit Deployment","Wargames",19,"3"
"Big Foot",2,4,45,8,64,5.79,16615,1,"Roll , Spin and Move","Children's Games",45,"3"
"Tito and his Partisan Army: Yugoslavia, 1941-45",2,2,120,12,148,5.66,16616,2.67,"Area Movement, Simulation","Wargames",42,"3"
"Digit",2,4,20,8,170,5.55,16617,1.33,"Hand Management, Pattern Building, Pattern Recognition","Basic",35,"3"
"Babylon",2,2,5,7,286,5.53,16618,1.63,"Player Elimination, Tile Placement","Abstract Games",19,"3"
"Cock Block",2,4,15,13,35,5.84,16619,2,"Area Majority , Influence, Betting and Bluffing, Grid Movement, Pick-up and Deliver","Basic",4,"3"
"Kombat Kittens",2,5,20,9,31,5.73,16620,1.5,"Card Drafting, Deck Bag and Pool Building, Hand Management","Basic",8,"3"
"With Sword and Shield",2,6,30,12,40,6.03,16621,1.67,"Card Drafting, Hand Management, Team-Based Game","Basic",14,"4"
"Escape from Altassar",2,2,60,10,33,5.67,16622,2.33,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Wargames",40,"3"
"Last Minute",2,3,20,8,33,5.56,16623,1,"Not mentioned","Basic",22,"3"
"Tilt'n Tumble",2,2,10,6,33,5.59,16624,1,"Pick-up and Deliver, Roll , Spin and Move, Tile Placement","Abstract Games",25,"3"
